Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,PKMade,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,xG,npxG,npxG/Sh,G-xG,np:G-xG,TotCmp,TotAtt,TotCmp%,TotDist,PrgDist,SbortCmp,ShortAtt,ShortCmp%,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP,3-Jan,PPA,CrsPA,Prog,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWon,AerialLost,AerialWon%
519,Rasmus Schüller\Rasmus-Schuller,fi FIN,MFFW,Minnesota,26,1991,31,29,2541,1,3,0,0,5,0,0.04,0.11,0.14,0.04,0.14,1.1,1.1,1.6,0.04,0.06,0.1,0.04,0.1,0,0,16,7,0,43.8,0.57,0.25,0.06,0.14,1.1,1.1,0.07,-0.1,-0.1,1245,1516,82.1,24080,5899,14,32,43.8,936,1083,86.4,295,401,73.6,3,1.6,1.4,22,129,17,1,132,1488,28,21,5,267,43,22,0,0,0,0,1164,149,203,869,549,72,5,4,1245,6,32,29,30,43,1.52,40,0,0,3,0,5,0.18,4,0,0,1,0,0,139,97,75,48,16,58,144,40.3,86,938,247,26.3,393,444,101,59,7,0,52,74,34,0,1839,50,499,1043,382,19,1813,17,24,70.8,18,1,1220,5199,2183,1238,1145,92.5,25,20,66,17,1,0,0,0,347,20,26,43.5
520,Bastian Schweinsteiger\Bastian-Schweinsteiger,de GER,MFDF,Chicago,33,1984,31,30,2723,4,5,0,1,7,0,0.13,0.17,0.3,0.13,0.3,2.7,1.9,2.5,0.09,0.08,0.17,0.06,0.15,0,1,24,7,3,29.2,0.79,0.23,0.17,0.57,2.7,1.9,0.08,1.3,2.1,1755,2062,85.1,36859,13328,11,30,36.7,1255,1369,91.7,489,663,73.8,5,2.5,2.5,41,209,35,6,220,1905,157,105,3,348,97,32,15,1,0,1,1500,169,393,222,1715,65,30,12,1755,11,28,31,25,76,2.51,61,6,2,1,6,10,0.33,9,0,1,0,0,0,66,36,36,21,9,29,65,44.6,36,406,98,24.1,144,170,92,37,10,0,27,36,73,2,2371,175,822,1309,405,27,2235,40,54,74.1,41,2,1732,9038,5097,1788,1687,94.4,32,34,31,51,0,0,1,0,323,28,22,56
521,Mark Segbers\Mark-Segbers,us USA,DF,New England,21,1996,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,33,46,71.7,606,262,0,4,0,26,30,86.7,7,12,58.3,0,0,0,0,3,1,0,6,31,15,0,0,1,0,1,0,0,0,0,22,15,9,4,23,2,15,1,33,0,2,1,4,3,6,1,0,1,0,1,1,2,0,0,0,0,1,0,2,2,1,1,0,1,1,100,0,8,1,12.5,4,1,3,1,0,0,1,1,3,1,57,1,13,27,19,4,42,3,4,75,3,0,33,216,111,26,25,96.2,1,2,1,1,0,0,0,0,10,1,0,100
522,Ulises Segura\Ulises-Segura,cr CRC,MFFW,D.C. United,24,1993,23,14,1293,2,1,0,0,1,0,0.14,0.07,0.21,0.14,0.21,2,2,1.6,0.14,0.11,0.25,0.14,0.25,0,0,22,8,0,36.4,1.53,0.56,0.09,0.25,2,2,0.09,0,0,494,650,76,8254,2009,17,40,42.5,398,495,80.4,79,115,68.7,1,1.6,-0.6,12,36,8,3,48,633,17,8,3,102,22,17,3,0,0,0,472,59,119,71,527,39,6,2,494,1,11,21,22,26,1.81,19,0,2,4,1,2,0.14,2,0,0,0,0,0,22,11,10,7,5,5,24,20.8,19,331,74,22.4,133,143,55,24,3,0,21,16,12,0,835,23,178,432,287,40,820,24,47,51.1,25,3,638,3202,1653,673,592,88,15,27,16,24,2,0,0,0,137,7,20,25.9
523,Chris Seitz\Chris-Seitz,us USA,GK,Houston,30,1987,6,6,540,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,117,197,59.4,4620,3245,0,0,,36,37,97.3,81,160,50.6,0,0,0,0,8,0,0,0,134,63,24,0,9,7,0,0,0,0,0,68,6,123,17,130,0,0,28,117,1,5,0,1,1,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,214,180,214,0,0,0,152,0,0,,0,0,107,655,405,64,64,100,0,0,1,0,0,0,1,0,51,0,0,
524,Philippe Senderos\Philippe-Senderos,ch SUI,DF,Houston,32,1985,8,7,607,4,0,0,0,2,0,0.59,0,0.59,0.59,0.59,1.2,1.2,0.2,0.18,0.02,0.21,0.18,0.21,0,0,10,5,0,50,1.48,0.74,0.4,0.8,1.2,1.2,0.12,2.8,2.8,263,308,85.4,6092,2551,2,6,33.3,166,180,92.2,95,122,77.9,0,0.2,-0.2,2,17,0,0,17,301,7,7,0,33,14,0,0,0,0,0,243,23,42,69,219,17,0,0,263,1,6,2,6,3,0.44,2,0,0,0,0,1,0.15,0,0,0,0,0,1,7,6,5,1,1,2,6,33.3,4,35,10,28.6,19,13,3,6,5,0,1,9,21,0,360,36,212,169,18,11,353,0,0,,0,0,247,1484,957,251,244,97.2,2,1,6,4,0,0,1,0,61,8,4,66.7
525,Dillon Serna\Dillon-Serna,us USA,MFFW,Colorado,23,1994,20,10,1191,1,0,0,0,3,0,0.08,0,0.08,0.08,0.08,1.3,1.3,0.8,0.1,0.06,0.16,0.1,0.16,0,0,24,7,2,29.2,1.81,0.53,0.04,0.14,1.3,1.3,0.05,-0.3,-0.3,454,600,75.7,7697,1778,6,17,35.3,385,444,86.7,63,139,45.3,0,0.8,-0.8,11,26,15,5,54,550,50,8,1,77,10,27,1,0,0,0,417,62,121,444,104,19,30,2,454,6,13,6,19,24,1.81,20,1,1,0,2,0,0,0,0,0,0,0,0,14,6,7,6,1,3,23,13,20,228,43,18.9,63,100,65,15,0,0,15,8,12,0,748,24,150,395,259,18,697,7,17,41.2,10,0,544,3195,1529,602,527,87.5,34,12,11,18,5,0,1,0,110,1,10,9.1
526,Brek Shea\Brek-Shea,us USA,FWDF,Vancouver,27,1990,28,15,1525,3,2,0,0,3,0,0.18,0.12,0.3,0.18,0.3,2.2,2.2,1.5,0.13,0.09,0.22,0.13,0.22,0,0,27,10,1,37,1.59,0.59,0.11,0.3,2.2,2.2,0.08,0.8,0.8,457,635,72,8907,3461,7,27,25.9,349,424,82.3,101,184,54.9,2,1.5,0.5,17,37,22,10,80,576,59,7,2,100,23,60,0,0,0,0,369,133,133,390,155,28,48,5,457,2,16,17,28,36,2.12,29,1,1,2,3,3,0.18,3,0,0,0,0,0,25,17,13,10,2,4,25,16,21,254,56,22,112,102,40,21,2,0,19,16,26,0,812,39,217,342,304,36,754,9,19,47.4,10,1,508,2952,1814,679,525,77.3,24,16,18,13,12,0,0,0,127,14,14,50
527,Khiry Shelton\Khiry-Shelton,us USA,FW,Sporting KC,24,1993,20,15,1369,2,5,0,0,2,0,0.13,0.33,0.46,0.13,0.46,4.1,4.1,3.8,0.29,0.26,0.55,0.29,0.55,0,0,36,9,0,25,2.37,0.59,0.06,0.22,4.1,4.1,0.11,-2.1,-2.1,277,336,82.4,3785,509,19,29,65.5,235,275,85.5,23,32,71.9,5,3.8,1.2,22,9,6,1,14,312,24,3,0,69,5,8,1,0,0,0,255,51,30,28,270,19,3,9,277,0,4,7,13,43,3.02,32,1,5,3,2,7,0.49,5,0,1,1,0,0,13,9,1,5,7,3,8,37.5,5,379,98,25.9,9,162,208,15,2,0,13,1,11,1,557,14,28,177,375,69,534,23,36,63.9,24,0,416,2274,933,655,408,62.3,60,44,21,18,1,0,0,0,61,12,20,37.5
528,Harry Shipp\Harry-Shipp,us USA,FW,Seattle,26,1991,19,15,1221,3,1,0,0,1,0,0.22,0.07,0.29,0.22,0.29,2.2,2.2,0.6,0.16,0.04,0.2,0.16,0.2,0,0,27,8,0,29.6,1.99,0.59,0.11,0.38,2.2,2.2,0.08,0.8,0.8,492,613,80.3,8604,2555,7,19,36.8,407,480,84.8,78,114,68.4,1,0.6,0.4,11,47,13,1,53,600,13,5,1,102,22,18,2,0,0,0,493,64,56,83,500,16,6,2,492,2,12,15,20,27,1.99,19,0,3,3,1,5,0.37,3,0,0,1,0,1,11,5,6,5,0,4,18,22.2,14,232,47,20.3,71,124,37,15,0,0,15,14,10,0,725,17,118,383,265,52,713,10,12,83.3,10,0,581,2501,1273,674,577,85.6,17,14,13,18,2,0,0,0,90,8,12,40
529,Shamit Shome\Shamit-Shome,ca CAN,MF,Montreal,20,1997,5,2,251,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.16,0,0.16,0.16,0.16,0,0,2,0,0,0,0.72,0,0,,0.5,0.5,0.23,-0.5,-0.5,49,65,75.4,854,250,0,0,,40,52,76.9,9,13,69.2,0,0,0,0,6,1,0,7,63,2,1,0,10,0,0,0,0,0,0,48,11,6,7,52,5,0,0,49,0,5,1,1,1,0.36,1,0,0,0,0,0,0,0,0,0,0,0,0,11,8,5,6,0,4,12,33.3,8,132,31,23.5,44,67,21,5,0,0,5,4,1,0,93,1,20,64,16,3,91,2,2,100,2,0,60,331,159,75,57,76,5,2,2,1,0,0,0,0,14,1,6,14.3
530,Bobby Shuttleworth\Bobby-Shuttleworth,us USA,GK,Minnesota,30,1987,25,25,2250,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,448,735,61,13416,8475,0,1,0,232,235,98.7,216,499,43.3,0,0,0,0,3,0,0,0,469,266,35,0,58,28,0,0,0,0,0,340,33,362,19,542,0,0,138,448,2,47,3,1,1,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6,1,16.7,5,0,1,0,0,0,0,0,0,1,821,786,820,1,0,0,558,0,0,,0,0,344,1430,769,280,279,99.6,1,0,0,5,0,0,0,0,129,0,0,
531,Alejandro Silva González\Alejandro-Silva-Gonzalez,uy URU,FWMF,Montreal,28,1989,31,27,2362,5,8,1,1,4,0,0.19,0.3,0.5,0.15,0.46,6.2,5.5,6.1,0.24,0.23,0.47,0.21,0.44,1,1,52,20,3,38.5,1.98,0.76,0.08,0.2,6.2,5.5,0.11,-1.2,-1.5,883,1201,73.5,16937,4949,8,40,20,690,857,80.5,185,304,60.9,8,6.1,1.9,50,57,45,11,137,1132,69,13,7,179,56,83,28,0,0,0,801,189,211,239,889,27,28,7,883,9,30,36,51,86,3.28,73,2,4,3,4,12,0.46,11,0,1,0,0,0,47,34,19,18,10,22,66,33.3,44,537,135,25.1,144,284,109,25,1,0,24,25,11,0,1529,27,233,713,732,67,1459,60,104,57.7,62,2,1227,7382,4733,1333,1113,83.5,62,48,29,26,6,0,0,0,205,15,15,50
532,Danilo da Silva\Danilo-da-Silva,br BRA,DF,Los Angeles FC,31,1986,10,9,721,0,0,0,0,2,0,0,0,0,0,0,0.7,0.7,0.1,0.09,0.01,0.1,0.09,0.1,0,0,5,1,0,20,0.62,0.12,0,0,0.7,0.7,0.15,-0.7,-0.7,342,388,88.1,8059,2698,2,5,40,214,234,91.5,126,149,84.6,0,0.1,-0.1,2,33,2,1,22,369,19,17,0,41,14,2,0,0,0,0,303,16,69,22,337,17,2,4,342,1,9,1,3,4,0.5,3,0,1,0,0,0,0,0,0,0,0,0,0,13,7,9,3,1,2,7,28.6,5,38,13,34.2,28,10,0,6,2,0,4,20,16,1,445,47,261,207,22,7,427,8,8,100,8,0,306,2251,1334,310,305,98.4,4,2,10,6,0,0,0,0,72,9,7,56.3
533,Luis Silva\Luis-Silva,us USA,FW,Real Salt Lake,29,1988,19,9,814,5,0,1,1,0,0,0.55,0,0.55,0.44,0.44,4.3,3.6,1.2,0.48,0.13,0.61,0.4,0.53,1,1,30,14,0,46.7,3.32,1.55,0.13,0.29,4.3,3.6,0.12,0.7,0.4,171,227,75.3,2500,405,9,14,64.3,137,178,77,25,35,71.4,0,1.2,-1.2,11,8,3,0,13,212,15,0,0,64,2,1,0,0,0,0,155,42,30,25,180,12,1,2,171,4,4,6,6,34,3.76,21,0,3,7,3,3,0.33,0,0,2,0,1,0,11,10,2,5,4,4,7,57.1,3,185,33,17.8,7,89,89,2,0,0,2,7,4,0,326,7,20,150,169,48,312,13,19,68.4,14,0,242,827,327,404,237,58.7,29,9,3,8,5,1,0,0,49,11,13,45.8
534,Marcelo Silva\Marcelo-Silva,uy URU,DF,Real Salt Lake,28,1989,18,18,1555,0,0,0,0,7,0,0,0,0,0,0,0.5,0.5,0,0.03,0,0.03,0.03,0.03,0,0,6,3,0,50,0.35,0.17,0,0,0.5,0.5,0.09,-0.5,-0.5,669,770,86.9,14930,4249,1,4,25,436,470,92.8,232,296,78.4,0,0,0,1,21,0,0,23,743,27,27,0,107,16,0,0,0,0,0,585,66,119,81,626,45,0,3,669,1,14,6,3,4,0.23,4,0,0,0,0,0,0,0,0,0,0,0,0,27,16,19,7,1,15,24,62.5,9,120,28,23.3,80,39,1,22,10,0,12,45,90,1,945,142,665,308,16,12,919,4,5,80,4,0,565,2866,1407,590,582,98.6,2,4,26,13,0,0,0,1,159,35,21,62.5
535,Pierre da Silva\Pierre-da-Silva,us USA,FW,Orlando City,19,1998,2,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,13,26,50,276,61,0,1,0,8,15,53.3,5,10,50,0,0,0,0,1,1,1,2,26,0,0,0,1,1,3,0,0,0,0,16,2,8,23,1,0,0,1,13,2,2,1,1,2,3.53,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,50,1,15,2,13.3,6,5,4,2,0,0,2,1,0,0,33,2,6,17,12,2,33,2,2,100,2,0,29,217,77,27,25,92.6,1,1,0,2,0,0,0,0,5,1,0,100
536,Jay Simpson\Jay-Simpson,eng ENG,FWMF,Philadelphia,29,1988,8,1,164,2,0,0,0,0,0,1.1,0,1.1,1.1,1.1,1.5,1.5,0,0.8,0,0.8,0.8,0.8,0,0,6,3,0,50,3.29,1.65,0.33,0.67,1.5,1.5,0.24,0.5,0.5,26,39,66.7,448,50,0,2,0,21,30,70,5,7,71.4,0,0,0,0,2,0,0,1,37,2,0,0,11,0,0,0,0,0,0,23,9,7,3,22,7,1,0,26,0,0,0,2,1,0.55,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,3,33.3,2,36,13,36.1,5,21,10,3,0,0,3,0,0,0,70,1,5,42,24,7,68,1,3,33.3,1,0,43,130,43,88,52,59.1,6,8,1,3,0,0,0,0,9,6,2,75
537,Seth Sinovic\Seth-Sinovic,us USA,DF,Sporting KC,31,1987,23,19,1648,0,1,0,0,4,1,0,0.05,0.05,0,0.05,0.3,0.3,0.6,0.02,0.04,0.06,0.02,0.06,0,0,13,2,0,15.4,0.71,0.11,0,0,0.3,0.3,0.03,-0.3,-0.3,896,1061,84.4,16958,5747,8,19,42.1,708,783,90.4,180,259,69.5,1,0.6,0.4,11,101,17,1,139,889,172,17,2,139,20,18,0,0,0,0,677,140,244,696,125,63,155,8,896,2,15,18,20,31,1.79,30,0,0,1,0,3,0.17,3,0,0,0,0,0,20,16,12,8,0,11,28,39.3,17,163,45,27.6,73,60,30,26,5,0,21,24,42,0,1194,43,270,631,372,14,1025,5,11,45.5,6,0,726,3918,2322,780,725,92.9,10,2,18,13,1,0,0,0,196,18,11,62.1
538,Axel Sjöberg\Axel-Sjoberg,se SWE,DF,Colorado,26,1991,17,15,1333,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.02,0,0.02,0.02,0.02,0,0,3,0,0,0,0.2,0,0,,0.3,0.3,0.11,-0.3,-0.3,503,571,88.1,10384,3211,1,4,25,348,377,92.3,154,190,81.1,0,0,0,0,5,2,1,20,561,10,10,0,64,8,1,0,0,0,0,436,58,77,120,390,46,0,2,503,1,8,1,4,4,0.27,3,0,0,1,0,1,0.07,0,0,0,1,0,0,10,5,7,3,0,4,12,33.3,8,82,25,30.5,64,17,1,35,25,1,10,22,75,1,708,130,509,213,15,8,698,1,1,100,1,0,402,1344,625,424,422,99.5,0,2,11,7,0,0,0,0,138,27,9,75
539,Jørgen Skjelvik\Jorgen-Skjelvik,no NOR,DF,LA Galaxy,26,1991,32,29,2588,0,1,0,0,6,0,0,0.03,0.03,0,0.03,0.5,0.5,0.2,0.02,0.01,0.02,0.02,0.02,0,0,4,1,0,25,0.14,0.03,0,0,0.5,0.5,0.12,-0.5,-0.5,954,1182,80.7,21235,8946,6,19,31.6,629,697,90.2,319,466,68.5,1,0.2,0.8,5,85,11,0,98,1157,25,15,1,179,28,1,0,0,0,0,831,87,264,759,327,73,10,2,954,5,26,14,15,16,0.56,16,0,0,0,0,4,0.14,4,0,0,0,0,0,44,25,32,12,0,18,50,36,32,338,100,29.6,219,111,8,39,20,0,19,40,129,4,1424,174,835,663,31,7,1403,8,8,100,8,0,917,5209,3365,873,864,99,1,5,47,15,0,0,2,0,290,22,18,55
540,Brad Smith\Brad-Smith,au AUS,DF,Seattle,23,1994,6,6,443,0,1,0,0,1,0,0,0.2,0.2,0,0.2,0.3,0.3,0.8,0.06,0.16,0.22,0.06,0.22,0,0,2,0,0,0,0.41,0,0,,0.3,0.3,0.15,-0.3,-0.3,203,287,70.7,3566,1329,2,9,22.2,172,221,77.8,29,57,50.9,1,0.8,0.2,1,18,2,0,17,232,55,2,2,34,7,20,1,0,0,0,175,43,69,183,36,15,52,0,203,2,8,4,12,4,0.81,4,0,0,0,0,2,0.41,2,0,0,0,0,0,14,8,9,3,2,7,10,70,3,65,13,20,38,18,9,5,1,0,4,6,12,1,351,22,111,145,120,20,297,6,13,46.2,6,0,219,1527,959,230,211,91.7,8,9,7,4,1,0,1,0,46,1,1,50
541,Graham Smith\Graham-Smith,us USA,DF,Sporting KC,22,1995,2,2,180,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.07,0,0.07,0.07,0.07,0,0,1,0,0,0,0.5,0,0,,0.1,0.1,0.14,-0.1,-0.1,81,94,86.2,1826,604,1,1,100,49,53,92.5,31,40,77.5,0,0,0,0,5,1,0,3,92,2,2,0,15,3,0,0,0,0,0,71,10,13,10,76,7,0,0,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,5,27.8,14,3,1,1,1,0,0,6,16,0,116,13,81,39,4,1,114,0,0,,0,0,67,379,244,75,74,98.7,0,0,2,0,0,0,0,0,18,5,0,100
542,Tommy Smith\Tommy-Smith,nz NZL,DF,Colorado,27,1990,33,33,2969,4,3,0,0,6,1,0.12,0.09,0.21,0.12,0.21,2,2,0.8,0.06,0.02,0.09,0.06,0.09,0,0,29,11,0,37.9,0.88,0.33,0.14,0.36,2,2,0.07,2,2,1193,1462,81.6,24464,10398,4,13,30.8,910,1006,90.5,279,443,63,3,0.8,2.2,7,91,2,0,96,1408,54,40,0,189,48,7,0,0,0,0,1060,102,300,1084,252,85,14,7,1193,1,43,14,14,18,0.55,13,0,1,3,1,3,0.09,2,0,0,1,0,0,29,17,17,12,0,8,28,28.6,20,267,69,25.8,174,83,10,47,20,0,27,48,172,2,1787,244,1166,658,96,44,1740,13,14,92.9,13,0,1140,6846,4420,1211,1175,97,4,11,34,25,3,0,1,0,271,52,31,62.7
543,Luis Solignac\Luis-Solignac,ar ARG,FWMF,Chicago,26,1991,11,8,699,0,1,0,0,0,0,0,0.13,0.13,0,0.13,1.6,1.6,0.3,0.2,0.04,0.24,0.2,0.24,0,0,10,1,0,10,1.29,0.13,0,0,1.6,1.6,0.16,-1.6,-1.6,149,209,71.3,2418,619,4,13,30.8,122,163,74.8,23,33,69.7,1,0.3,0.7,5,12,10,1,21,202,7,0,2,34,5,10,1,0,0,0,137,31,41,32,150,17,4,0,149,1,6,7,5,15,1.93,11,1,1,1,1,1,0.13,1,0,0,0,0,0,4,3,1,2,1,0,11,0,11,123,25,20.3,31,61,31,9,0,0,9,12,4,0,291,8,45,130,136,35,285,5,19,26.3,6,0,208,1244,646,334,213,63.8,15,6,7,8,9,0,0,0,37,7,15,31.8
544,Gabriel Somi\Gabriel-Somi,sy SYR,DF,New England,26,1991,14,12,1038,0,1,0,0,3,0,0,0.09,0.09,0,0.09,0.3,0.3,0.6,0.02,0.05,0.07,0.02,0.07,0,0,10,1,0,10,0.87,0.09,0,0,0.3,0.3,0.03,-0.3,-0.3,399,592,67.4,7026,3806,3,19,15.8,341,444,76.8,55,129,42.6,1,0.6,0.4,8,28,18,10,98,434,158,11,0,74,13,39,11,0,0,0,271,143,178,391,20,37,136,1,399,3,18,17,20,18,1.56,13,5,0,0,0,2,0.17,2,0,0,0,0,0,16,9,10,5,1,8,23,34.8,15,175,45,25.7,97,56,22,17,2,0,15,18,32,0,700,28,192,324,223,21,546,7,19,36.8,8,0,354,2024,1243,375,339,90.4,11,9,6,7,1,0,0,0,127,9,4,69.2
545,Eduardo Sosa\Eduardo-Sosa,ve VEN,MFFW,Columbus,20,1997,10,3,391,1,0,0,0,1,1,0.23,0,0.23,0.23,0.23,0.5,0.5,0.7,0.11,0.15,0.26,0.11,0.26,0,0,11,4,0,36.4,2.53,0.92,0.09,0.25,0.5,0.5,0.04,0.5,0.5,165,193,85.5,2613,690,4,11,36.4,136,153,88.9,25,29,86.2,0,0.7,-0.7,8,22,9,1,28,175,18,0,0,33,1,3,6,0,0,0,165,20,8,31,155,3,4,0,165,1,1,8,5,22,5.06,15,2,0,2,3,1,0.23,1,0,0,0,0,0,10,7,3,5,2,2,6,33.3,4,99,13,13.1,13,55,31,2,0,0,2,1,0,0,253,0,20,133,134,12,235,13,18,72.2,14,0,222,1745,1113,225,201,89.3,14,12,9,12,0,0,0,0,19,0,1,0
546,Jonathan Spector\Jonathan-Spector,us USA,DF,Orlando City,31,1986,13,13,1059,0,1,0,0,2,0,0,0.08,0.08,0,0.08,0.9,0.9,0.6,0.07,0.05,0.13,0.07,0.13,0,0,3,1,0,33.3,0.25,0.08,0,0,0.9,0.9,0.29,-0.9,-0.9,406,492,82.5,8786,3762,3,4,75,276,308,89.6,127,180,70.6,1,0.6,0.4,3,32,4,0,31,464,28,14,0,44,10,2,0,0,0,0,349,36,107,89,344,34,14,4,406,0,8,6,3,8,0.68,7,0,0,1,0,1,0.08,1,0,0,0,0,0,18,10,14,4,0,6,14,42.9,8,94,29,30.9,77,16,1,17,8,0,9,17,35,0,584,68,337,249,38,8,558,2,3,66.7,2,0,360,2245,1299,373,365,97.9,0,1,11,9,1,0,0,0,101,10,5,66.7
547,Ben Spencer\Ben-Spencer,us USA,FW,Toronto FC,22,1995,2,1,82,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.78,0.06,0.84,0.78,0.84,0,0,4,2,0,50,4.39,2.2,0,0,0.7,0.7,0.18,-0.7,-0.7,24,35,68.6,319,17,1,2,50,22,26,84.6,1,7,14.3,0,0.1,-0.1,1,1,0,0,1,32,3,0,0,7,1,0,0,0,0,0,26,3,6,5,24,2,0,2,24,0,0,2,1,3,3.29,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,9,2,22.2,1,4,4,0,0,0,0,0,1,0,51,1,4,29,20,5,48,0,0,,0,0,37,197,66,73,42,57.5,7,3,2,1,1,0,0,0,3,3,4,42.9
548,Mac Steeves\Mac-Steeves,us USA,MFFW,Houston,23,1994,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.21,0.53,0.75,0.21,0.75,0,0,1,0,0,0,3.21,0,0,,0.1,0.1,0.07,-0.1,-0.1,9,14,64.3,122,20,1,1,100,7,10,70,1,3,33.3,0,0.2,-0.2,1,0,1,1,1,12,2,0,0,3,1,1,0,0,0,0,6,3,5,2,5,1,2,1,9,0,0,0,0,2,6.43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,25,0,1,3,0,0,0,0,1,1,0,20,1,2,2,16,5,18,0,1,0,0,0,8,37,16,23,15,65.2,2,1,0,0,1,0,0,0,2,4,5,44.4
549,Zack Steffen\Zack-Steffen,us USA,GK,Columbus,22,1995,29,29,2610,0,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0,0.01,0.01,0,0.01,0,0,0,0,0,,0,0,,,0,0,,0,0,790,962,82.1,22590,13599,2,3,66.7,410,419,97.9,378,540,70,0,0.2,-0.2,2,7,0,0,0,721,241,41,0,79,30,0,0,0,0,0,632,60,270,70,690,0,0,181,790,2,14,4,2,4,0.14,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,100,0,1,0,0,1,0,0,0,0,0,0,2,2,2,1020,935,1018,4,0,0,781,1,1,100,1,0,560,2314,1229,473,471,99.6,0,0,0,3,0,0,0,0,158,0,0,
550,Daniel Steres\Daniel-Steres,us USA,DF,LA Galaxy,27,1990,20,14,1322,0,1,0,0,2,0,0,0.07,0.07,0,0.07,0.4,0.4,0.4,0.03,0.03,0.05,0.03,0.05,0,0,3,0,0,0,0.2,0,0,,0.4,0.4,0.13,-0.4,-0.4,538,666,80.8,11988,5047,5,15,33.3,360,413,87.2,173,238,72.7,1,0.4,0.6,5,49,3,0,50,625,41,13,0,74,29,2,0,0,0,0,440,66,160,98,474,53,26,1,538,1,15,11,7,8,0.54,6,2,0,0,0,1,0.07,1,0,0,0,0,0,23,16,12,10,1,7,16,43.8,9,131,37,28.2,81,46,4,20,9,1,11,37,80,2,807,104,458,366,37,9,769,2,3,66.7,3,0,454,2245,1247,483,471,97.5,2,2,14,7,2,0,0,1,142,24,21,53.3
551,Zoltán Stieber\Zoltan-Stieber,hu HUN,MFFW,D.C. United,29,1988,27,21,1827,5,6,0,0,1,0,0.25,0.3,0.54,0.25,0.54,3.8,3.8,3.3,0.19,0.16,0.35,0.19,0.35,0,0,34,12,4,35.3,1.67,0.59,0.15,0.42,3.8,3.8,0.11,1.2,1.2,751,975,77,12493,3983,19,45,42.2,628,722,87,104,208,50,6,3.3,2.7,33,48,34,10,115,894,81,22,5,146,47,102,44,1,0,0,721,71,183,797,138,22,12,2,751,7,17,23,30,58,2.86,34,18,4,1,1,8,0.39,6,1,0,0,1,0,15,10,5,6,4,4,22,18.2,18,409,90,22,134,194,81,28,3,0,25,22,17,0,1150,36,186,540,508,57,1068,22,36,61.1,25,1,870,4946,2789,965,824,85.4,31,12,14,8,0,0,0,0,149,4,7,36.4
