Rk,Player,Nation,Pos,Squad,Born,Min,CrdY,Ast,G-PK,xG,xA,npxG,npxG+xA,Sh/90,SoT/90,G/SoT,TotCmp%,TotDist,PrgDist,ShortCmp%,MedCmp%,LongCmp%,Prog,Live,Dead,TB,Press,Sw,Crs,Ground,Low,High,Left,Right
575,Zack Steffen\Zack-Steffen,us USA,GK,Columbus,1995,1170,0,0,0,0,0,0,0,0,0,,74.2,8995,5710,100,99.3,59.4,0,276,131,0,35,5,0,227,21,159,58,267
576,Daniel Steres\Daniel-Steres,us USA,DF,LA Galaxy,1990,2613,4,0,0.1,0.09,0.03,0.09,0.12,0.83,0.21,0.5,86.7,25700,10375,38.5,91.9,81.1,88,1175,54,0,123,45,8,869,129,231,112,1011
577,Zoltán Stieber\Zoltan-Stieber,hu HUN,FWMF,D.C. United,1988,305,0,0,0,0.05,0.05,0.05,0.1,0.89,0.3,0,80.3,1942,515,60,88.5,51.7,14,134,13,0,29,4,11,92,26,29,120,17
578,Aljaž Struna\Aljaz-Struna,si SVN,DF,Houston,1990,2610,4,0.03,0,0.01,0.01,0.01,0.02,0.1,0,,89.4,24653,8685,62.5,93.7,82.7,89,1160,81,0,140,27,2,1009,94,138,102,1074
579,Brad Stuver\Brad-Stuver,us USA,GK,NYCFC,1991,450,0,0,0,0,0.04,0,0.04,0,0,,84.9,4335,2268,100,100,73.6,1,140,45,0,18,4,0,134,14,37,17,140
580,Scott Sutter\Scott-Sutter,ch SUI,DF,Vancouver,1986,983,0,0,0.09,0.03,0.06,0.03,0.09,0.55,0.18,0.5,80.6,7634,2992,46.7,88.2,60.5,67,470,82,1,76,11,38,306,120,126,73,371
581,Gustav Svensson\Gustav-Svensson,se SWE,MF,Seattle,1987,1811,1,0,0,0.05,0.03,0.05,0.08,0.94,0.15,0,87.1,22764,7043,7.1,89.8,84.6,104,1102,77,2,177,68,2,836,128,215,115,969
582,Ben Sweat\Ben-Sweat,us USA,DF,NYCFC,1991,1266,4,0.07,0,0.01,0.05,0.01,0.07,0.28,0.21,0,83.1,11254,4246,45,88.9,64.4,75,682,97,2,97,15,32,508,158,113,525,107
583,Ballou Tabla\Ballou-Tabla,ca CAN,MFFW,Montreal,1999,129,0,0,0,0.21,0.03,0.21,0.24,1.4,0,,77.2,661,130,100,84.8,40,6,55,2,0,7,1,2,41,10,6,5,48
584,Saphir Taïder\Saphir-Taider,dz ALG,MFFW,Montreal,1992,2726,2,0.23,0.13,0.29,0.17,0.16,0.33,2.21,0.59,0.22,82.2,32808,7111,20,90.2,72.4,200,1633,197,3,295,164,162,1265,191,374,258,1515
585,Ismael Tajouri-Shradi\Ismael-Tajouri-Shradi,ly LBY,FWMF,NYCFC,1994,935,1,0.29,0.48,0.13,0.19,0.13,0.32,2.31,0.96,0.5,80.5,5761,1340,34.6,88.7,65.2,42,404,22,2,65,12,20,302,69,55,372,36
586,Amro Tarek\Amro-Tarek,eg EGY,DF,NY Red Bulls,1992,1471,6,0.06,0.06,0.05,0.07,0.05,0.12,0.49,0.31,0.2,61.2,5882,3009,12.5,74.8,42.4,64,429,45,1,70,4,13,209,60,205,314,75
587,Russell Teibert\Russell-Teibert,ca CAN,MF,Vancouver,1992,2194,1,0.12,0,0.02,0.07,0.02,0.09,0.33,0.08,0,88.1,13835,3731,36.8,95,67.4,60,875,31,1,142,21,25,699,85,122,703,165
588,Ryan Telfer\Ryan-Telfer,tt TRI,DF,Toronto FC,1994,4,0,22.5,0,0,15.65,0,15.65,0,0,,100,52,8,,100,,0,2,1,0,1,0,0,1,2,0,0,2
589,Tommy Thompson\Tommy-Thompson,us USA,DF,San Jose,1995,2285,7,0.04,0.08,0.02,0.05,0.02,0.08,0.47,0.12,0.67,88.4,22733,7814,28.2,92.2,79,129,1219,261,2,220,17,22,1031,292,157,165,1057
590,Anton Tinnerholm\Anton-Tinnerholm,se SWE,DF,NYCFC,1991,2631,4,0.24,0.03,0.11,0.12,0.11,0.24,1.09,0.38,0.09,76.6,21627,8894,16.3,84.5,60.9,228,1248,283,4,183,22,56,842,351,338,249,892
591,Donny Toia\Donny-Toia,us USA,DF,Real Salt Lake,1992,2140,3,0.04,0.04,0.03,0.06,0.03,0.09,0.46,0.08,0.5,79.7,18908,8003,16.7,88.7,60.2,129,1017,218,2,166,28,37,714,240,281,817,144
592,Nouhou Tolo\Nouhou-Tolo,cm CMR,DF,Seattle,1997,793,5,0,0,0.03,0.02,0.03,0.05,0.68,0.23,0,83,7187,2191,27.8,89.2,65.1,44,425,75,1,85,8,19,342,81,77,355,59
593,Román Torres\Roman-Torres,pa PAN,DF,Seattle,1986,1132,2,0,0.08,0.13,0.01,0.13,0.13,1.03,0.4,0.2,81,9499,3713,16.7,92.7,70.2,26,464,15,0,52,18,2,329,44,106,14,437
594,Mason Toye\Mason-Toye,us USA,FW,Minnesota,1998,823,2,0.22,0.66,0.44,0.13,0.44,0.58,3.06,1.42,0.46,70.4,1791,124,23.1,76.3,67.7,3,151,11,1,40,4,5,88,43,31,18,105
595,Diedie Traoré\Diedie-Traore,fr FRA,DF,LA Galaxy,1999,220,0,0,0,0,0.05,0,0.05,0,0,,76.3,1770,800,0,86.6,54.3,19,96,22,0,17,6,3,69,18,31,86,5
596,Wil Trapp\Wil-Trapp,us USA,MF,Columbus,1993,2330,5,0.12,0,0,0.06,0,0.06,0.15,0,,85.5,29955,8916,33.3,90.5,77.4,148,1637,86,3,250,58,28,1287,174,262,180,1459
597,Auston Trusty\Auston-Trusty,us USA,DF,Philadelphia,1998,1965,5,0,0.05,0.05,0.01,0.05,0.06,0.46,0.18,0.25,81.5,18327,6552,17.6,89.7,71.2,68,997,17,2,126,21,3,750,83,181,760,174
598,Bill Tuiloma\Bill-Tuiloma,nz NZL,DF,Portland,1995,1920,1,0,0.05,0.06,0,0.06,0.07,1.13,0.28,0.17,86.6,16756,5843,14.3,91.8,81.1,36,777,21,0,79,54,0,552,95,151,63,678
599,Matt Turner\Matt-Turner,us USA,GK,New England,1994,1765,4,0,0,0,0,0,0,0,0,,63.2,11799,8427,,98.7,49.4,1,305,236,0,17,14,0,207,37,297,32,360
600,Ema Twumasi\Ema-Twumasi,gh GHA,DFMF,FC Dallas,1997,29,0,0,0,0.41,0,0.41,0.41,3.1,0,,73.3,170,12,,83.3,33.3,0,15,0,0,1,0,1,12,2,1,2,13
601,Przemysław Tytoń\Przemyslaw-Tyton,pl POL,GK,FC Cincinnati,1987,1350,0,0,0,0,0,0,0,0,0,,62.9,10313,6599,0,100,50.8,0,285,190,0,38,8,0,191,29,255,45,355
602,Victor Ulloa\Victor-Ulloa,us USA,MF,FC Cincinnati,1992,1944,4,0.05,0.05,0.02,0.08,0.02,0.09,0.42,0.14,0.33,82.9,18590,4883,48,87.8,72.8,104,1090,70,2,171,33,25,873,120,167,130,945
603,Maximiliano Urruti\Maximiliano-Urruti,ar ARG,FW,Montreal,1991,2433,5,0.22,0.11,0.17,0.11,0.14,0.25,1.89,0.67,0.17,79.4,8487,1690,27,88.5,61.9,55,531,86,2,131,13,25,449,87,81,41,559
604,Zarek Valentin\Zarek-Valentin,us USA,DF,Portland,1991,1625,5,0,0,0,0.02,0,0.03,0.17,0,,85.8,17523,6087,12.5,91.3,77.7,137,840,145,2,95,22,18,639,192,154,135,664
605,Diego Valeri\Diego-Valeri,ar ARG,MFFW,Portland,1986,2595,4,0.28,0.21,0.29,0.29,0.17,0.46,2.74,0.97,0.21,72.7,23136,7587,21.6,83,57.6,277,1318,288,10,239,120,234,992,234,380,97,1410
606,Florian Valot\Florian-Valot,fr FRA,MFFW,NY Red Bulls,1993,124,0,0.73,0,0,0.22,0,0.22,0,0,,70.7,631,245,50,73.9,60,10,55,3,0,12,0,2,35,5,18,8,40
607,Peter-Lee Vassell\Peter-Lee-Vassell,jm JAM,MF,Los Angeles FC,1998,181,0,0,0,0.21,0.24,0.21,0.45,2.49,1.49,0,84,1368,391,0,88.2,69.2,15,99,1,1,24,2,2,87,7,6,14,86
608,Brandon Vazquez\Brandon-Vazquez,us USA,FW,Atlanta,1998,638,1,0.14,0.14,0.46,0.15,0.35,0.5,2.82,0.99,0.14,75.1,1956,128,50,80,56,4,159,14,1,47,4,5,114,34,25,25,122
609,Carlos Vela\Carlos-Vela,mx MEX,FW,Los Angeles FC,1989,2723,1,0.33,0.83,0.84,0.39,0.56,0.94,4.92,1.98,0.42,67.2,15781,5275,12.5,79.4,49.7,211,995,226,12,234,70,208,754,183,284,1048,135
610,Lucas Venuto\Lucas-Venuto,br BRA,FW,Vancouver,1995,1136,3,0.08,0.24,0.15,0.15,0.15,0.31,0.95,0.48,0.5,76.8,4771,907,15.4,82,64.5,32,358,12,1,73,10,24,285,50,35,22,329
611,Matías Vera\Matias-Vera,ar ARG,MF,Houston,1995,2634,10,0.03,0,0.03,0.02,0.03,0.05,0.82,0,,91.1,29175,6512,33.3,92.8,90.5,130,1397,35,1,213,72,4,1089,160,183,138,1228
612,Jorge Villafaña\Jorge-Villafana,us USA,DF,Portland,1989,1943,0,0.19,0,0.02,0.09,0.02,0.11,0.46,0,,79.3,15947,6216,30.6,88,57.1,144,943,168,0,184,31,90,658,207,246,753,151
613,Héctor Villalba\Hector-Villalba,py PAR,FWMF,Atlanta,1994,940,0,0.29,0.1,0.32,0.25,0.32,0.57,3.64,0.96,0.1,74.7,4886,955,11.1,83.1,57.3,33,371,17,3,57,12,39,263,60,65,79,274
614,Sam Vines\Sam-Vines,us USA,DF,Colorado,1999,2151,2,0,0,0.01,0.02,0.01,0.02,0.17,0,,79.2,12656,5569,46.7,88.5,54.9,102,695,179,0,91,24,27,499,147,228,600,74
615,Kai Wagner\Kai-Wagner,de GER,DF,Philadelphia,1997,2689,6,0.2,0,0.01,0.12,0.01,0.13,0.2,0,,80.6,23934,8140,27.3,88.1,61.6,193,1396,275,0,212,41,103,993,329,349,1119,191
616,Rodney Wallace\Rodney-Wallace,cr CRC,DF,Sporting KC,1988,26,0,0,0,0,0,0,0,0,0,,100,121,43,,100,100,0,6,1,0,1,0,0,4,2,1,4,1
617,Akeem Ward\Akeem-Ward,us USA,DF,D.C. United,1996,47,0,0,0,0,0,0,0,0,0,,71.4,67,40,,71.4,,1,6,1,0,2,0,0,5,0,2,2,4
618,Kendall Waston\Kendall-Waston,cr CRC,DF,FC Cincinnati,1988,2175,10,0,0.04,0.06,0.01,0.06,0.06,0.79,0.17,0.25,80,22031,8349,18.2,89.4,70.5,73,1108,43,1,158,30,0,758,112,281,290,745
619,Quentin Westberg\Quentin-Westberg,us USA,GK,Toronto FC,1986,2504,0,0,0,0,0,0,0,0,0,,75,23787,15089,50,98.9,61.7,0,739,296,0,88,36,0,517,72,446,69,780
620,Brian White\Brian-White,us USA,FW,NY Red Bulls,1996,1336,1,0.07,0.54,0.42,0.08,0.42,0.5,2.02,0.74,0.73,63.5,2603,459,33.3,68.5,46.2,15,307,19,0,88,0,5,158,89,79,42,200
621,JJ Williams\JJ-Williams,us USA,FW,Columbus,1998,327,0,0,0,0.22,0.03,0.22,0.24,1.38,0.28,0,55.9,391,36,25,57.4,100,1,56,3,0,21,1,2,26,18,15,7,30
622,Josh Williams\Josh-Williams,us USA,DF,Columbus,1988,1278,2,0,0.14,0.04,0,0.04,0.04,0.35,0.14,1,86.1,13224,5305,50,88.9,81.4,52,682,36,0,73,15,3,506,93,119,103,548
623,Romario Williams\Romario-Williams,jm JAM,FWMF,Columbus,1994,127,0,0,0.71,0.44,0.23,0.44,0.67,3.54,2.13,0.33,60,270,99,33.3,50,85.7,3,19,1,0,4,1,0,13,4,3,4,12
624,Romario Williams\Romario-Williams,jm JAM,FWDF,Atlanta,1994,39,0,0,0,0.17,0.39,0.17,0.56,4.62,2.31,0,44.4,92,22,0,53.3,0,1,17,1,0,4,0,1,3,11,4,3,10
625,Eryk Williamson\Eryk-Williamson,us USA,MFFW,Portland,1997,234,1,0,0,0.28,0,0.28,0.28,1.54,0.38,0,79.8,1584,501,0,83.3,72.2,10,99,5,0,22,4,0,71,19,14,18,76
626,Joe Willis\Joe-Willis,us USA,GK,Houston,1988,2430,0,0,0,0,0.01,0,0.01,0,0,,63.6,16883,10757,66.7,98.6,50.8,0,519,278,1,37,21,0,342,42,413,417,160
627,Danny Wilson\Danny-Wilson,sco SCO,MFDF,Colorado,1991,1328,4,0.07,0.14,0.14,0.02,0.14,0.16,0.88,0.34,0.4,75,8702,2986,25,85.2,63.7,46,471,25,1,78,20,1,288,64,144,327,121
628,Henry Wingo\Henry-Wingo,us USA,FW,Seattle,1995,202,0,0,0,0.06,0.2,0.06,0.25,1.78,0,,74.3,890,178,0,82.5,66.7,4,72,2,0,11,4,6,59,9,6,10,60
629,Chris Wondolowski\Chris-Wondolowski,us USA,FW,San Jose,1983,1977,3,0.09,0.68,0.65,0.09,0.65,0.74,3.55,1.46,0.47,76.4,4518,681,54.5,79.3,74.1,24,333,48,4,66,6,3,245,87,49,77,251
630,Andrew Wooten\Andrew-Wooten,us USA,FW,Philadelphia,1989,352,0,0,0,0.35,0.07,0.35,0.42,1.53,0.51,0,78.6,1171,129,50,83.5,61.5,5,93,5,0,32,0,4,69,13,16,21,66
631,Brian Wright\Brian-Wright,ca CAN,FWMF,New England,1995,12,0,0,0,0,0,0,0,0,0,,100,7,0,,100,,0,1,0,0,0,0,0,0,1,0,0,0
632,Bradley Wright-Phillips\Bradley-Wright-Phillips,eng ENG,FW,NY Red Bulls,1985,1110,3,0.08,0.16,0.29,0.14,0.29,0.44,2.43,0.81,0.2,66.6,3083,702,30.8,71.2,57.6,28,303,23,2,102,3,4,206,55,65,41,218
633,Deklan Wynne\Deklan-Wynne,nz NZL,DF,Colorado,1995,916,0,0,0,0,0.01,0,0.01,0,0,,79.4,6386,2824,14.3,87.4,68.4,28,345,34,0,44,7,5,232,53,94,271,57
634,Griffin Yow\Griffin-Yow,us USA,FW,D.C. United,2002,58,0,0,0,0,0,0,0,0,0,,87.5,124,15,,85.7,100,1,8,0,0,3,0,0,5,2,1,2,5
635,Jackson Yueill\Jackson-Yueill,us USA,MF,San Jose,1997,2669,2,0.13,0.1,0.07,0.11,0.07,0.18,1.15,0.3,0.33,87.1,36604,9927,46.7,92.6,77,206,1940,101,8,309,95,35,1588,184,269,258,1740
636,Wilfried Zahibo\Wilfried-Zahibo,cf CTA,MF,New England,1993,1505,8,0.06,0.06,0.08,0.03,0.08,0.1,0.72,0.12,0.5,79.3,12610,4473,56.3,85.3,65.2,100,793,28,2,126,22,2,555,93,173,104,639
637,Renzo Zambrano\Renzo-Zambrano,ve VEN,MF,Portland,1994,783,4,0,0,0.04,0.04,0.04,0.07,0.92,0.11,0,89.6,9401,1992,60,92.5,85.8,43,461,12,1,49,33,6,356,47,70,81,376
638,Gyasi Zardes\Gyasi-Zardes,us USA,FW,Columbus,1991,2473,0,0.07,0.36,0.52,0.07,0.43,0.51,2.15,0.8,0.45,75,4830,714,34.2,81.4,54.2,20,457,27,3,131,3,2,327,109,48,72,326
639,Eriq Zavaleta\Eriq-Zavaleta,us USA,DF,Toronto FC,1992,1017,3,0,0,0.02,0.01,0.02,0.03,0.44,0.09,0,90.8,12326,3430,25,95.5,83.5,34,617,21,1,76,25,1,523,47,68,54,547
640,Gedion Zelalem\Gedion-Zelalem,us USA,MF,Sporting KC,1997,435,1,0,0,0.04,0.03,0.04,0.06,0.62,0.41,0,88.9,3798,1202,50,94.2,75.9,36,230,4,0,22,7,5,191,22,21,11,221
641,Rodolfo Zelaya\Rodolfo-Zelaya,sv SLV,FW,Los Angeles FC,1988,120,0,0,0.75,0.75,0.05,0.75,0.8,3.75,0.75,1,64.3,347,122,0,72.2,62.5,7,25,3,1,3,0,2,20,4,4,3,24
642,Adrian Zendejas\Adrian-Zendejas,mx MEX,GK,Sporting KC,1995,90,0,0,0,0,0,0,0,0,0,,86.4,856,415,,100,62.5,0,37,7,0,1,1,0,35,1,8,1,33
643,Reto Ziegler\Reto-Ziegler,ch SUI,DF,FC Dallas,1986,2880,6,0,0.03,0.16,0.01,0.04,0.05,0.62,0.22,0.14,88.7,41718,14705,56.3,95,80.2,114,1958,82,0,197,76,6,1527,181,332,1102,812
644,Walker Zimmerman\Walker-Zimmerman,us USA,DF,Los Angeles FC,1993,2165,8,0,0.04,0.05,0.01,0.05,0.06,0.79,0.17,0.25,86.8,23793,9856,58.3,92.1,76,119,1283,31,2,175,25,2,943,180,191,165,1024
645,Ethan Zubak\Ethan-Zubak,us USA,MFFW,LA Galaxy,1998,43,0,0,0,1.33,0.29,1.33,1.62,6.28,2.09,0,66.7,111,15,,83.3,33.3,1,9,0,0,2,0,0,3,4,2,0,7
646,Graham Zusi\Graham-Zusi,us USA,DF,Sporting KC,1986,2351,5,0.04,0,0.05,0.15,0.05,0.2,1.42,0.23,0,82.6,28430,9942,41.3,89.7,69.8,216,1463,263,5,254,58,83,1044,345,337,193,1241
